,logC
1249,-20.11510434677972
1250,-20.105127597643293
1251,-20.095249401600093
1252,-20.085467830610757
1253,-20.07578101266697
1254,-20.066187129641158
1255,-20.05668441523839
1256,-20.047271153044647
1257,-20.037945674666123
1258,-20.02870635795447
1259,-20.0195516253133
1260,-20.01047994208148
1261,-20.00148981498914
1262,-19.992579790682406
1263,-19.98374845431336
1264,-19.974994428191646
1265,-19.966316370494628
1266,-19.95771297403301
1267,-19.94918296506914
1268,-19.940725102185233
1269,-19.932338175199117
1270,-19.924021004125013
1271,-19.915772438177232
1272,-19.90759135481458
1273,-19.899476658823566
1274,-19.891427281438485
1275,-19.88344217949667
1276,-19.875520334627158
1277,-19.867660752471274
1278,-19.859862461933595
1279,-19.85212451446191
1280,-19.844445983354777
1281,-19.836825963095535
1282,-19.829263568711433
1283,-19.821757935156853
1284,-19.814308216719493
1285,-19.806913586448484
1286,-19.799573235603557
1287,-19.792286373124202
1288,-19.78505222511809
1289,-19.777870034367833
1290,-19.77073905985535
1291,-19.763658576303058
1292,-19.756627873731198
1293,-19.749646257030616
1294,-19.742713045550346
1295,-19.735827572699407
1296,-19.728989185562202
1297,-19.722197244526974
1298,-19.715451122926822
1299,-19.708750206692713
1300,-20.712208338292847
1301,-20.69415530506413
1302,-20.67642241286796
1303,-20.658998504908876
1304,-20.641872997632284
1305,-20.62503584211367
1306,-20.608477488644855
1307,-20.592188854204764
1308,-20.576161292537357
1309,-20.56038656658984
1310,-20.544856823091255
1311,-20.52956456907501
1312,-20.514502650169693
1313,-20.499664230500645
1314,-20.485042774061064
1315,-20.470632027425456
1316,-20.456426003691114
1317,-20.442418967544302
1318,-20.428605421358018
1319,-20.41498009223692
1320,-20.40153791993303
1321,-20.38827404556296
1322,-20.375183801063617
1323,-20.362262699329232
1324,-20.349506424977456
1325,-20.33691082569705
1326,-20.324471904133752
1327,-20.31218581027461
1328,-20.300048834294497
1329,-20.28805739983159
1330,-20.276208057661233
1331,-20.264497479740267
1332,-20.252922453596067
1333,-20.241479877036582
1334,-20.23016675315966
1335,-20.218980185641517
1336,-20.20791737428582
1337,-20.196975610816317
1338,-20.18615227489713
1339,-20.175444830366153
1340,-20.16485082166797
1341,-20.154367870473713
1342,-20.143993672476338
1343,-20.13372599435034
1344,-20.123562670866047
1345,-20.113501602149046
1346,-20.103540751076125
1347,-20.093678140799618
1348,-20.083911852392667
1349,-20.074240022608336
1350,-20.06466084174609
1351,-20.05517255161946
1352,-20.045773443619247
1353,-20.036461856866897
1354,-20.02723617645305
1355,-20.01809483175663
1356,-20.009036294840033
1357,-20.000059078916376
1358,-19.991161736884926
1359,-19.982342859931126
1360,-19.97360107618779
1361,-19.96493504945433
1362,-19.956343477970986
1363,-19.947825093245292
1364,-19.93937865892807
1365,-19.931002969736536
1366,-19.922696850422096
1367,-19.914459154780673
1368,-19.90628876470348
1369,-19.898184589266222
1370,-19.890145563854954
1371,-19.882170649326742
1372,-19.874258831203583
1373,-19.866409118897934
1374,-19.858620544968392
1375,-19.85089216440416
1376,-19.843223053936956
1377,-19.835612311379066
1378,-19.828059054986436
1379,-19.820562422845637
1380,-19.813121572283617
1381,-19.80573567929925
1382,-19.798403938015756
1383,-19.79112556015302
1384,-19.78389977451898
1385,-19.776725826519257
1386,-19.769602977684283
1387,-19.76253050521309
1388,-19.755507701533173
1389,-19.74853387387568
1390,-19.741608343865302
1391,-19.73473044712429
1392,-19.72789953288997
1393,-19.721114963645267
1394,-19.71437611476164
1395,-19.707682374153997
1396,-19.701033141947068
1397,-19.694427830152808
1398,-19.687865862358368
1399,-19.681346673424265
1400,-20.63916033399113
1401,-20.622368409303345
1402,-20.605853803048596
1403,-20.589607504024183
1404,-20.573620933230625
1405,-20.557885916666425
1406,-20.542394660230272
1407,-20.527139726537758
1408,-20.512114013479994
1409,-20.49731073436941
1410,-20.48272339953376
1411,-20.468345799233436
1412,-20.454171987789515
1413,-20.440196268821012
1414,-20.4264131814996
1415,-20.412817487738778
1416,-20.399404160242298
1417,-20.38616837134359
1418,-20.37310548257419
1419,-20.36021103490475
1420,-20.347480739607295
1421,-20.334910469691795
1422,-20.322496251874362
1423,-20.310234259037877
1424,-20.29812080314929
1425,-20.286152328600792
1426,-20.274325405944808
1427,-20.262636725995094
1428,-20.251083094268697
1429,-20.239661425745286
1430,-20.228368739922434
1431,-20.217202156146996
1432,-20.20615888920426
1433,-20.19523624514803
1434,-20.18443161735597
1435,-20.173742482795788
1436,-20.163166398488897
1437,-20.152700998159094
1438,-20.14234398905483
1439,-20.132093148934327
1440,-20.12194632320369
1441,-20.11190142219874
1442,-20.10195641860203
1443,-20.092109344987016
1444,-20.082358291482
1445,-20.07270140354685
1446,-20.06313687985606
1447,-20.05366297028207
1448,-20.044277973973248
1449,-20.03498023752123
1450,-20.02576815321263
1451,-20.016640157360627
1452,-20.00759472871191
1453,-19.99863038692513
1454,-19.98974569111686
1455,-19.980939238471656
1456,-19.972209662912725
1457,-19.96355563383016
1458,-19.954975854863715
1459,-19.946469062737343
1460,-19.938034026142926
1461,-19.929669544670652
1462,-19.921374447783784
1463,-19.913147593835575
1464,-19.90498786912633
1465,-19.8968941869986
1466,-19.888865486968697
1467,-19.880900733892815
1468,-19.872998917166093
1469,-19.86515904995306
1470,-19.857380168448028
1471,-19.84966133116402
1472,-19.842001618248958
1473,-19.83440013082778
1474,-19.826855990369456
1475,-19.819368338077634
1476,-19.811936334303958
1477,-19.804559157983043
1478,-19.7972360060881
1479,-19.78996609310638
1480,-19.78274865053354
1481,-19.77558292638613
1482,-19.768468184731393
1483,-19.761403705233732
1484,-19.754388782717026
1485,-19.747422726742222
1486,-19.74050486119954
1487,-19.73363452391467
1488,-19.72681106626842
1489,-19.720033852829243
1490,-19.71330226099813
1491,-19.7066156806654
1492,-19.699973513878852
1493,-19.69337517452289
1494,-19.68682008800816
1495,-19.68030769097129
1496,-19.673837430984346
1497,-19.667408766273628
1498,-19.661021165447448
1499,-19.65467410723254
1500,-20.571087011000266
1501,-20.555391504398102
1502,-20.53993854472871
1503,-20.524720749641443
1504,-20.50973106878213
1505,-20.494962764179476
1506,-20.48040939205885
1507,-20.46606478596053
1508,-20.451923041051767
1509,-20.43797849953272
1510,-20.42422573704602
1511,-20.410659550008294
1512,-20.397274943789526
1513,-20.384067121673116
1514,-20.371031474535567
1515,-20.358163571190207
1516,-20.345459149344354
1517,-20.33291410712372
1518,-20.32052449512192
1519,-20.30828650893647
1520,-20.296196482156034
1521,-20.28425087976656
1522,-20.27244629194662
1523,-20.260779428224698
1524,-20.249247111973435
1525,-20.237846275217716
1526,-20.2265739537354
1527,-20.215427282431122
1528,-20.204403490965113
1529,-20.193499899620306
1530,-20.18271391539237
1531,-20.172043028288368
1532,-20.16148480782079
1533,-20.151036899684794
1534,-20.140697022607185
1535,-20.130462965356692
1536,-20.120332583905647
1537,-20.11030379873402
1538,-20.10037459226729
1539,-20.090543006440267
1540,-20.080807140379537
1541,-20.071165148197597
1542,-20.061615236892365
1543,-20.05215566434602
1544,-20.04278473741761
1545,-20.033500810124213
1546,-20.024302281905744
1547,-20.015187595968857
1548,-20.006155237705624
1549,-19.997203733183003
1550,-19.988331647699326
1551,-19.979537584404234
1552,-19.970820182978795
1553,-19.962178118372638
1554,-19.953610099595195
1555,-19.945114868558296
1556,-19.936691198967498
1557,-19.928337895259737
1558,-19.920053791584966
1559,-19.911837750829655
1560,-19.90368866368004
1561,-19.89560544772329
1562,-19.88758704658465
1563,-19.87963242909894
1564,-19.871740588514744
1565,-19.863910541729748
1566,-19.856141328555776
1567,-19.848432011012182
1568,-19.84078167264624
1569,-19.833189417879368
1570,-19.825654371377944
1571,-19.818175677447687
1572,-19.810752499450494
1573,-19.80338401924277
1574,-19.796069436634305
1575,-19.788807968866777
1576,-19.781598850111095
1577,-19.774441330982683
1578,-19.76733467807401
1579,-19.760278173503643
1580,-19.753271114481027
1581,-19.74631281288649
1582,-19.739402594865695
1583,-19.73253980043804
1584,-19.725723783118404
1585,-19.718953909551686
1586,-19.71222955915964
1587,-19.705550123799487
1588,-19.698915007433886
1589,-19.69232362581175
1590,-19.685775406159532
1591,-19.679269786882546
1592,-19.672806217275937
1593,-19.666384157244945
1594,-19.660003077034073
1595,-19.653662456964867
1596,-19.64736178718194
1597,-19.64110056740694
1598,-19.63487830670021
1599,-19.628694523229758
1600,-20.50735378901316
1601,-20.492620294042116
1602,-20.478100726854855
1603,-20.463788963870268
1604,-20.449679140728456
1605,-20.435765637863078
1606,-20.42204306706368
1607,-20.408506258947632
1608,-20.395150251268728
1609,-20.38197027799634
1610,-20.36896175910492
1611,-20.356120291019128
1612,-20.343441637664764
1613,-20.33092172207989
1614,-20.31855661854466
1615,-20.306342545191836
1616,-20.294275857063102
1617,-20.282353039579426
1618,-20.270570702396046
1619,-20.258925573615322
1620,-20.24741449433266
1621,-20.236034413492813
1622,-20.22478238303557
1623,-20.21365555331152
1624,-20.202651168750084
1625,-20.191766563763295
1626,-20.180999158870144
1627,-20.170346457027318
1628,-20.159806040153395
1629,-20.149375565834255
1630,-20.13905276419858
1631,-20.128835434952975
1632,-20.11872144456703
1633,-20.108708723599303
1634,-20.098795264155864
1635,-20.088979117473592
1636,-20.079258391620897
1637,-20.069631249309175
1638,-20.06009590580857
1639,-20.050650626962184
1640,-20.04129372729321
1641,-20.03202356819977
1642,-20.022838556232706
1643,-20.01373714145169
1644,-20.004717815855518
1645,-19.99577911188253
1646,-19.986919600977494
1647,-19.978137892221376
1648,-19.969432631020776
1649,-19.96080249785394
1650,-19.952246207070367
1651,-19.943762505741383
1652,-19.935350172559048
1653,-19.927008016780974
1654,-19.918734877218835
1655,-19.91052962126833
1656,-19.90239114397865
1657,-19.894318367159485
1658,-19.886310238523812
1659,-19.878365730864722
1660,-19.870483841264676
1661,-19.862663590335703
1662,-19.854904021489073
1663,-19.84720420023306
1664,-19.839563213497588
1665,-19.83198016898443
1666,-19.824454194541886
1667,-19.816984437562823
1668,-19.809570064405015
1669,-19.802210259832815
1670,-19.79490422647924
1671,-19.78765118432754
1672,-19.78045037021147
1673,-19.77330103733336
1674,-19.766202454799384
1675,-19.759153907171115
1676,-19.752154694032836
1677,-19.745204129573857
1678,-19.738301542185273
1679,-19.731446274070514
1680,-19.72463768086918
1681,-19.717875131293574
1682,-19.711158006777467
1683,-19.704485701136555
1684,-19.69785762024018
1685,-19.691273181693866
1686,-19.684731814532235
1687,-19.67823295892188
1688,-19.671776065873875
1689,-19.665360596965456
1690,-19.658986024070625
1691,-19.65265182909923
1692,-19.646357503744316
1693,-19.64010254923732
1694,-19.633886476110916
1695,-19.627708803969185
1696,-19.621569061264804
1697,-19.615466785083065
1698,-19.609401520932447
1699,-19.603372822541473
1700,-20.44744026422296
1701,-20.43355766214027
1702,-20.419865150755776
1703,-20.40635759458851
1704,-20.393030063496727
1705,-20.37987782187456
1706,-20.366896318549983
1707,-20.354081177330066
1708,-20.341428188144473
1709,-20.32893329874228
1710,-20.31659260690116
1711,-20.30440235311145
1712,-20.292358913700827
1713,-20.280458794368055
1714,-20.268698624096995
1715,-20.25707514942434
1716,-20.245585229036674
1717,-20.23422582867442
1718,-20.222994016322
1719,-20.21188695766514
1720,-20.200901911797654
1721,-20.190036227161514
1722,-20.17928733770514
1723,-20.16865275924594
1724,-20.158130086024265
1725,-20.147716987436784
1726,-20.1374112049382
1727,-20.127210549100973
1728,-20.11711289682352
1729,-20.107116188677974
1730,-20.097218426389173
1731,-20.087417670437205
1732,-20.077712037776337
1733,-20.068099699663517
1734,-20.058578879590304
1735,-20.049147851312306
1736,-20.039804936970658
1737,-20.03054850530048
1738,-20.021376969921455
1739,-20.012288787706122
1740,-20.00328245722163
1741,-19.99435651724103
1742,-19.985509545320465
1743,-19.976740156438684
1744,-19.96804700169575
1745,-19.9594287670678
1746,-19.950884172214984
1747,-19.94241196933996
1748,-19.934010942094282
1749,-19.925679904530373
1750,-19.917417700096788
1751,-19.909223200674653
1752,-19.90109530565325
1753,-19.893032941042875
1754,-19.885035058623174
1755,-19.877100635125256
1756,-19.869228671446034
1757,-19.861418191893186
1758,-19.853668243459452
1759,-19.84597789512476
1760,-19.83834623718504
1761,-19.830772380606426
1762,-19.823255456403743
1763,-19.81579461504217
1764,-19.80838902586106
1765,-19.80103787651896
1766,-19.79374037245885
1767,-19.786495736392762
1768,-19.77930320780495
1769,-19.77216204247279
1770,-19.76507151200465
1771,-19.758030903394058
1772,-19.751039518589437
1773,-19.744096674078776
1774,-19.73720170048862
1775,-19.730353942196814
1776,-19.72355275695837
1777,-19.716797515544016
1778,-19.71008760139085
1779,-19.703422410264633
1780,-19.696801349933274
1781,-19.690223839851054
1782,-19.683689310853143
1783,-19.67719720486008
1784,-19.67074697459173
1785,-19.664338083290442
1786,-19.65797000445303
1787,-19.651642221571183
1788,-19.645354227880112
1789,-19.639105526114967
1790,-19.6328956282749
1791,-19.62672405539433
1792,-19.620590337321293
1793,-19.614494012502494
1794,-19.608434627774912
1795,-19.602411738163646
1796,-19.596424906685844
1797,-19.590473704160434
1798,-19.584557709023517
1799,-19.578676507149172
1800,-20.39091436141209
1801,-20.377789734984567
1802,-20.364835135248136
1803,-20.352046213165718
1804,-20.339418784458434
1805,-20.32694882138706
1806,-20.31463244503961
1807,-20.30246591808814
1808,-20.290445637980863
1809,-20.278568130538655
1810,-20.26683004392735
1811,-20.25522814297974
1812,-20.243759303843206
1813,-20.232420508930787
1814,-20.221208842155338
1815,-20.210121484427855
1816,-20.19915570940268
1817,-20.18830887945344
1818,-20.17757844186492
1819,-20.166961925227067
1820,-20.156456936018447
1821,-20.146061155367242
1822,-20.13577233597894
1823,-20.125588299220425
1824,-20.115506932351096
1825,-20.105526185892145
1826,-20.09564407112583
1827,-20.085858657717104
1828,-20.07616807145051
1829,-20.06657049207565
1830,-20.057064151255076
1831,-20.047647330608825
1832,-20.038318359850148
1833,-20.029075615007407
1834,-20.019917516727396
1835,-20.010842528655637
1836,-20.001849155889534
1837,-19.992935943500463
1838,-19.98410147512111
1839,-19.97534437159473
1840,-19.966663289682973
1841,-19.958056920829364
1842,-19.949523989975507
1843,-19.9410632544274
1844,-19.932673502769273
1845,-19.92435355382265
1846,-19.91610225564832
1847,-19.907918484589178
1848,-19.8998011443519
1849,-19.89174916512559
1850,-19.883761502735624
1851,-19.87583713783105
1852,-19.86797507510389
1853,-19.86017434253892
1854,-19.85243399069248
1855,-19.844753091998978
1856,-19.83713074010383
1857,-19.82956604922163
1858,-19.822058153518405
1859,-19.814606206516906
1860,-19.80720938052388
1861,-19.799866866078368
1862,-19.79257787142012
1863,-19.78534162197725
1864,-19.77815735987225
1865,-19.771024343445703
1866,-19.76394184679678
1867,-19.756909159339944
1868,-19.749925585377134
1869,-19.742990443684747
1870,-19.736103067114886
1871,-19.729262802210215
1872,-19.72246900883193
1873,-19.71572105980023
